2008,4,13,22,43,0,0.0,1.0,0.0,9.2
2008,4,13,22,44,0,0.0,1.0,1.0,7.7
2008,4,13,22,45,0,0.0,2.0,1.0,7.6
2008,4,13,22,46,0,0.0,1.0,0.0,7.9
2008,4,13,22,47,0,0.0,2.0,1.0,7.9
2008,4,13,22,48,0,0.0,1.0,1.0,7.9
2008,4,13,22,49,0,0.0,1.0,0.0,8.0
2008,4,13,22,50,0,0.0,2.0,1.0,7.8
2008,4,13,22,51,0,0.0,1.0,1.0,7.6
2008,4,13,22,52,0,0.0,2.0,1.0,7.6
2008,4,13,22,53,0,0.0,1.0,0.0,7.6
2008,4,13,22,54,0,0.0,1.0,1.0,7.6
2008,4,13,22,55,0,0.0,2.0,1.0,7.6
2008,4,13,22,56,0,0.0,1.0,0.0,9.9
2008,4,13,22,57,0,0.0,2.0,1.0,9.4
2008,4,13,22,58,0,0.0,1.0,1.0,9.3
2008,4,13,22,59,0,0.0,1.0,0.0,9.3
2008,4,13,23,0,0,0.0,2.0,1.0,9.3
2008,4,13,23,1,0,0.0,1.0,1.0,9.4
2008,4,13,23,2,0,0.0,1.0,0.0,10.9
2008,4,13,23,3,0,0.0,1.0,1.0,11.1
2008,4,13,23,4,0,0.0,2.0,1.0,11.1
2008,4,13,23,5,0,0.0,1.0,0.0,11.1
2008,4,13,23,6,0,0.0,1.0,1.0,11.0
2008,4,13,23,7,0,0.0,1.0,1.0,11.0
2008,4,13,23,8,0,0.0,2.0,1.0,11.0
2008,4,13,23,9,0,0.0,1.0,0.0,10.9
2008,4,13,23,10,0,0.0,1.0,1.0,11.8
2008,4,13,23,11,0,0.0,1.0,1.0,12.1
2008,4,13,23,12,0,0.0,2.0,0.0,12.2
2008,4,13,23,13,0,0.0,1.0,1.0,12.2
2008,4,13,23,14,0,0.0,1.0,1.0,10.4
2008,4,13,23,15,0,0.0,1.0,0.0,10.1
2008,4,13,23,16,0,0.0,1.0,1.0,9.0
2008,4,13,23,17,0,0.0,2.0,1.0,9.0
2008,4,13,23,18,0,0.0,1.0,0.0,8.9
2008,4,13,23,19,0,0.0,1.0,1.0,8.9
2008,4,13,23,20,0,0.0,1.0,1.0,8.9
2008,4,13,23,21,0,0.0,1.0,1.0,8.9
2008,4,13,23,22,0,0.0,2.0,0.0,7.3
2008,4,13,23,23,0,0.0,1.0,1.0,6.2
2008,4,13,23,24,0,0.0,1.0,1.0,6.2
2008,4,13,23,25,0,0.0,1.0,1.0,7.3
2008,4,13,23,26,0,0.0,1.0,10.0,15.8
2008,4,13,23,27,0,0.0,1.0,11.0,16.1
2008,4,13,23,28,0,0.0,2.0,11.0,16.5
2008,4,13,23,29,0,0.0,1.0,3.0,8.0
2008,4,13,23,30,0,0.0,1.0,1.0,6.2
2008,4,13,23,31,0,0.0,1.0,0.0,6.2
2008,4,13,23,32,0,0.0,1.0,1.0,6.2
2008,4,13,23,33,0,0.0,1.0,1.0,6.2
2008,4,13,23,34,0,0.0,2.0,1.0,5.9
2008,4,13,23,35,0,0.0,1.0,0.0,5.9
2008,4,13,23,36,0,0.0,1.0,1.0,5.9
2008,4,13,23,37,0,0.0,1.0,1.0,5.9
2008,4,13,23,38,0,0.0,1.0,0.0,5.9
2008,4,13,23,39,0,0.0,2.0,1.0,5.9
2008,4,13,23,40,0,0.0,1.0,1.0,5.9
2008,4,13,23,41,0,0.0,1.0,0.0,5.9
2008,4,13,23,42,0,0.0,1.0,1.0,5.9
2008,4,13,23,43,0,0.0,1.0,1.0,5.9
2008,4,13,23,44,0,0.0,1.0,1.0,5.9
2008,4,13,23,45,0,0.0,2.0,0.0,5.9
2008,4,13,23,46,0,0.0,0.0,1.0,5.1
2008,4,13,23,47,0,0.0,0.0,1.0,4.7
2008,4,13,23,48,0,0.0,0.0,0.0,4.7
2008,4,13,23,49,0,0.0,0.0,1.0,4.7
2008,4,13,23,50,0,0.0,0.0,1.0,4.7
2008,4,13,23,51,0,0.0,0.0,0.0,4.7
2008,4,13,23,52,0,0.0,0.0,1.0,4.7
